"","x"
"428","el producto llego en perfectas condiciones. solo con una pequena raya en la pantalla, excelente
            "
"429","Aun no lo he recibido, estoy tratando de comunicarme con un respetable y es detestable nadie responde nada
            "
"430","Perfecto
            "
"431","HONEST REVIEW: Small scartch betwee bolume buttons but barely noticeable. Great for the price
            "
"432","I love this phone.. it¡¯s so neat. I¡¯m so amazed
            "
"433","it was nice!
            "
"434","Was nice and everything
            "
"435","The price is too much!
            "
"436","If you're looking for hundreds of dollars off an iPhone X this is the way to do it. The phone functions perfectly, battery health states it is 96%. Screen is in like new condition.I've always purchased refurb'd products from laptops to tablets to phones. Upon receiving this device I was a little disappointed regarding the description in comparison to the product I received.""The products will have minimal to no signs of wear, no visible cosmetic imperfections when held 12 inches away""The scratch on the lens that I've included a picture of wouldn't show up very well on my iPhone 6s's camera but I couldn't get it to focus on the back glass of the iPhone X with my horrific barracks lighting. The scratch I can visibly see when the phone is resting on a table in front of me.
            "
"437","I don't think the iPhone X is a bad phone overall, I just got a bad refurbished one from Trademore Mobile. It looked brand new but the touch screen had a dead area so I was never able to even set up the phone.
            "
"438","So far the phone has been great. It came with a small but noticeable scratch on the back glass, which was expected.I was very disappointed with how it was packaged and protected in the packaging. I¡¯ve bought screen protectors that have come in a more secure package. It came in a box inside a padded envelope. When I opened the envelope my box was destroyed (which I do know isn¡¯t the fault of the seller but of bad shipping and handeling. My point is that it should¡¯ve been protected in the event that the shipping wasn¡¯t careful). It was pure luck that the phone itself wasn¡¯t broken. It just didn¡¯t give me the best feeling. I was disappointed to be honest. I wish it would¡¯ve come in a box similar to the box which iPhones originally come in, being more similar to a case than a cheap paper box.The phone itself is great so far. The wall charger and cord are off brand which was again expected. Everything works well. Other than being sent in a sketchy package overall, I¡¯m happy with the product itself. Better than I expected actually.. and that¡¯s why I¡¯m giving 4 stars.
            "
"439","1) Works well. Worth the money. Great phone. High % battery life. Kept this phone.2) Did not work. 80% battery life. Would not connect to Verizon. I sent this phone back for a full refund. The phone looked good and was functional in every way except the most important way... it could not make calls or use data, since it was unable to connect to any cellular network.
            "
"440","Tenia dudas pero llego al segundo dia, al abrir la caja que no era original me asuste pero al ver el telefono paso a segundo plano en la caja habia solo el telefono, el cubo y un cable no hubo audifonos como decia la publicacion al prender el telefono me pidio conectar el cargador pues estaba bateria baja al conectar duro al menos unos 30 minutos para lograr el 80% de carga al prender lo primero que revise fue la capacidad de la bateria y al indicador mostro 93% de efectividad mas de lo esperado, en lo fisico el telefono esta flamante no tiene ni un rayon es sorprendente ya que en la publicacion decia que puede tener rayones o algo similar pero esta perfecto al colocar el chip funciona perfecto el FACE ID funciona perfecto
            "
"441","Phone came in generic box with generic charger. Screen and overall shape of the phone is in great condition for being ""used"". Came fully unlocked as advertised (can use any SIM) and battery health says it's 95%. Very happy, was able to transfer my data from my IPhone 6 with the icloud and popped in my Verizon SIM card no problem.
            "
"442","I am so happy with how this phone arrived! It arrived quickly and looks completely brand new. It came with 96% battery life so I was very pleased with that and everything works on it just as it should!
            "
"443","There was scratches and bad battery life
            "
"444","I couldn¡¯t tell that it was refurbished. It looked brand new and came with a pre installed glass screen protector. Battery was at 90% overall I¡¯m super happy and satisfied with this purchase
            "
"445","I like the product didn¡¯t like the person who sold it to me
            "
"446","My device came as new, no scratches, no damages, battery health of 100%.Original charger and cable. The only thing that was not original was the box.
            "
"447","Little pricey
            "
"448","Phone was advertised as fully unlocked and i received a device that was GSM only, waited 5 days with no phone just to receive a device that wasn¡¯t compatible with my network. Super disappointed.
            "
"449","Price is high as It didn¡¯t have original charger. Also it doesn¡¯t have ear phones at all.
            "
"450","Great phone no problems at all great price the phone is like new
            "
"451","Great stuff, the device very smooth no scratches at all<U+0001F44D>
            "
"452","Very good, the seller presented a charging device
            "
"453","I would first like to say that I have supported apple for a long time but this phone is unreliable and not worth the money. I have held off on writing a review in hopes that this phone would improve but it continues to be crap. My first issue with this phone is it's lack of a headphone jack. Now when I purchased this phone I knew I would have to carry around an adapter and I was willing to accept that; however, I was not prepared for my phone to not play music or connect even when I had said adapter. Furthermore, it used to not continuously charge meaning I would constantly have to re-plug it in and now it refuses to charge all together. Also, it will stop playing songs or Siri will turn on (even after I disabled her) for no reason. In addition, the camera will constantly freeze when I try to zoom in which has often stopped me from taking amazing photos. All in all this phone is glitchy, not worth the money, ugly (I mean did they really think making the top dip down was a good idea?), and will ultimately annoy you to the point where you have to write a rant online and not even on the official website because apple doesn't want to hear people's opinions.
            "
"454","The iPhone X is the most exciting phone I've owned since the iPhone 3GS so many years ago. I only recently had an opportunity to get one and it looks amazing, its cameras are spectacular and its quickness can be felt everywhere. Apple knew their design would be exciting, so they skipped over number 9 and made it the ""10,"" as if to say they're showing you a window to the future, just like a concept car. But as we all know, concept cars rarely end up on the assembly line without a few changes, and with good reason. Here's why the iPhone X, for all its power and beauty, really just deserves a ""B"" for its design:1) The phone's signature looks turn anonymous inside a case.2) The phone's surfaces all scratch easily.3) It is the most slippery phone I've ever encountered.Add these things together, and you have a beautiful phone that MUST be put in an obscuring case, which makes its beauty kind of pointless. Inside a case and switched off, it doesn't even have Apple's signature circular button to identify itself. As of right now, I only have glass protectors on the front and back, but I know what will happen if I keep it like this long-term.The other new feature on the iPhone X is Face ID, or ""expensive way to avoid having a button on the front of the phone."" It works fine, but requires mild adjustments in how you use your phone and is definitely no better than Touch ID. I turned off the ""attention detection,"" meaning I don't have to be looking directly at the phone to unlock it, and now it is quick and unobtrusive.Finally, there's the ""notch."" This is a non-issue. I don't know what the fuss is about unless you're a software designer. Moving on.All in all, I've had my iPhone X for a couple months and couldn't be happier. It is not perfect, and I'll bet it'll be completely replaced by Fall 2019 (now that designer Jonny Ive is back in charge), but I'm loving everything about it. Even its flaws.
            "
"455","Switched back to iPhone from Samsung.  The biggest mistake.  I spent three hours trying to get my old iTunes password.  They say it may take a week.  Well, that was a waste of money.  Samsung was so much easier to use.  I only switched because of buy one get one and now I need to decide if the $100 restock is worth the pain.
            "
"456","I got this item super quickly (ordered on Christmas and received that following Friday) and it has been perfect so far. Was very easy to set up the phone to my phone company (Verizon) and has all of the amazing features. Works exactly like a new phone. haven't had any technical difficulties with the phone thus far. Would highly recommend buying this item.
            "
"457","First time ordering a phone on Amazon and I must say I was a little skeptical but the phone arrived on time and it is as good as new. I am pretty pleased. Now to dowloading apps and getting it going.
            "
"458","Over the course of two years owning this phone, I have noticed that the battery life  has significantly decreased, the phone overheats to simple tasks, and within the first week of me owning the phone the screen looked like it had been scratched with sandpaper (I never dropped it once).
            "
"459","Very excellent phone
            "
"460","This is the best phone ever
            "
"461","I would like to try the product for free
            "
"462","I love this I phone
            "
"463","This phone came sooner than expected looks brand new and it performs exactly as expected!
            "
"464","The best decision I¡¯ve made buying a phone. Phone is in PERFECT condition. Battery condition is at 98%! Best value for the price, much cheaper than buying a new phone directly from Verizon brand new. Will absolutely buy me next phone from Verizon Pre-Owned.
            "
"465","I've ordered this phone twice, and both times I received a GSM-only phone. The description clearly says ""Fully unlocked for both GSM carriers (like AT&T and T-Mobile) and CDMA carriers (like Sprint and Verizon)."" This is not true.This phone doesn't work on Verizon.
            "
"466","This phone is working around the wold... The model A1865
            "
"467","Came with a light scratch on the bottom right side of the screen and a small scratch on the outside edge on the upper left hand side. Connection went smoothly on Sprint network. Everything works as it should. Only came with charging cable, wall adapter, and the sim pin. Will update this review if anything changes as this is my 3rd day using this iPhone X. Very pleased with the purchase overall.
            "
"468","Good product
            "
