"","x"
"751","Was very cautious at first, I've never bought a phone online before let alone a refurbished one. It came with the factory pvc screen protector and the factory charger box amd cable. The switch from my old phone (Galaxy 5s) was seamless! I'm enjoying all the wonderful new features and the phone works like its brand new. Only thing is it didn't come with the SIM card key, I used a needle stuck to the end of a pencil eraser to open it. Not a big deal at all though. Even though I was cautious, it helped knowing that if it came damaged, there is the 30 day guarantee. Overall very satisfied! I recomend this seller and will consider them in the future when I need a new phone.
            "
"752","Exceptional quality for a refurbished phone. No scratches, dents or blemishes of any kind.  Bought this for a 8 year old who was using a Samsung J7. He is very happy.The only things I would list as a con is that the phone didn't ship with headphones or a fast charger.  The headphones is not a big deal, but should have at least shipped with a fast charger.Update 3-21-19: The battery has started dying faster than it should and sometimes does not recognize that it is plugged in. Contacted customer service, but no help since 3-20-19 was 4 days past the warranty expiration  date.  I no longer recommend this item or the seller.
            "
"753","The only thing I liked the appearance the charger didn't fit had to buy another only to find out the charging port was messed up then bought a wireless charger making sure it was compatible for that phone then the digitized went out so phone was completely useless will never buy anything from here again spent over $200 now no phone and money gone
            "
"754","I purchased this phone for my son for a birthday present.  It came and looked brand new. Not a single thing on it to indicate it was used.  It has worked perfectly since purchase in December.  No issues.
            "
"755","This review is more for the specific phone we received and not the S6 phone in general.  We had some issues with the phone upon start up and you could see the scratches from the refurbishing in areas such as around the camera aperture.  We couldn't take the risk paying money for a questionable phone. We had zero problems with the seller however.
            "
"756","One frustration, it doesn't include a sim card which would have been helpful to know. I don't replace phones often so wasn't aware it was required and wasn't included. I found out after purchasing a sim card, Verizon gives you a sim card for free if you have an account with them. I know we try to reduce costs but even the above info would have been extremely helpful to me and many companies that deal with this all the time don't think of the little things to alleviate customer frustration. One other thing to note, the customer service for this company isn't available on the weekends. Other than the initial frustration the phone works well for me.
            "
"757","I bought this phone for my mom for Christmas. About six months later it stopped charging. I contacted this company to see about either a replacement or even just some sort of partial refund or credit towards a new phone. They said they only offer 30 days and after that nothing. I paid over $200 for a phone that only lasted six months. That is a scam in my book!!DO NOT WASTE YOUR MONEY ON ANYTHING FROM THIS COMPANY!!
            "
"758","Purchased three over a7 month period, 1st for my wife, 2nd for myself and third as a birthday gift for one of are sons.  So far (thank God) all 3 work great and looked brand new when we received them in December 2017, January 2018, and June 2018...
            "
"759","The photos are excellent and the phone is extremely responsive. The only downside is it doesn't have expandable memory, which isn't critical since I listen to music, etc with my ipod anyways. I love that the camera is so good, I often take pics of the lecture notes on the white board in class, but sitting in the back of the room can make it blurry. These are fantastic and really help.
            "
"760","It's not the phone I don't like -- it's Dealfisher. The phone does not work correctly and dealfisher never has replied to my contacting them. It does not hold the charge properly -- constantly requires re-charging, Most importantly, the phone does not find a WIFI signal when not at home so it's become dangerous as I have found myself reliant on a machine for appts and directions I cannot get....despite Verizon Wireless testing everything about the signal...it appears it is the phone at fault in these repeated cases.I find myself at home and other locations without a signal and it has resulted in my paying significantly in roaming-related charges when I am not roaming,. All in all, Dealfisher has proven it does not stand by its sales as it never returned my calls to investigate the phone's repair and I did not unfortunately activate the phone within the 30-day window due to odd circumstances so Amazon will not get involved....which Dealfisher apparently recognizes. They've lost all my future business. -- Kim
            "
"761","I really like this phone. It came in practically brand new condition. My only issue is that the battery life is not as long as the old phone it is replacing. I am using battery saving mode, and it has helped to extend the life of the phone's battery. I charge it overnight and am good all day unless I have a day of particularly heavy usage.
            "
"762","Excellent condition. Good quality and value for money.
            "
"763","Bought this to replace my dying Galaxy S4 and didn't want to spend 500 or more on a brand new phone. I am pleasantly impressed at the refurbished quality. Buying anything used or refurbished can go good or bad especially online when you can't see what you're buying other than the generic pictures Amazon uses, but the phone I received looks and is working like new so far. I got my my phone from The Red Cell Certified seems like they do good refurbish work would recommend them.
            "
"764","The phone works great, just as described.  It was truly unlocked and hooked up with Tracfone without any issues.  Battery life on the S6 isn't the greatest.  Otherwise so far I am happy with the phone.  One issue with Deal Fisher though, we requested and paid for 2 day shipping, but they sent it out 3 day....which turns into 4 when you live in the country.
            "
"765","When I make a call, I need to turn the speaker phone in order to hear the person I'm talking to. You have to go into the phone icon to see if there is a voicemail, and you have to go back through phone history to find a past voicemail to get into voicemail. Voicemails don't show up right away. The connections for charging and headphone/stylus are on the bottom. So when I put it in my pocket, I have to put it in upside down so the stylus stays  attached.
            "
"766","This phone is fine if you are looking for a temporary replacement.  The battery life on the model I got lasts about 5-6 hours of moderate use before it needs to be charged.  I generally have to charge it around lunch time and it's nearly dead again by bed time.  The do not disturb feature also does not work correctly.  Other than that I've had an S6 before and they're great and very user friendly, but the autocorrect is a mess.
            "
"767","The first one of these (refurbished) Samsungs I ordered could not be activated.  Something was wrong with the set-up chip.The second one is great--everything works well, and, since I am a novice, and elderly, I don't feel as though I paid for bells and whistles I will never use.I started with a Galaxy and so I enjoyed the shorter learning curve.In sum, except for the initial inconvenience, I'm glad I went with a used phone.
            "
"768","although the phone's body was in a good condition, I can not hear or be heard during a call
            "
"769","The phone is excessively hot and when I reactivated it at the Verizon store, they said that it's not normal and should be watched. Reading the reviews of the previous purchasers, I am concerned that this is rampant issues with this phone and company. I will be seeking a refund and/or replacement that works.
            "
"770","I love the phone, had the galaxy J7 Property,and liked it but wanted more power. First thing first, extremely happy with the new phone like the speed, finger print identity  etc.etc. The cons smaller screen than the J7 and the BATTERY sucks!! I have been on phone for 45 minutes started with full charge,  and now it's at 42%. Not good. <U+0001F632><U+0001F632>
            "
"771","The microphone didn't work and the screen rotate function was all over the place.Appearance wise it looked brand new but those are some major issues that could have been  tested easily.Also it took longer to ship than stated and I will have to remain phoneless until I receive a refund. Not worth the hassel. The Amazon seller was SikkSound.
            "
"772","I was a little skeptical at first purchasing a certified refurbished phone rather than brand new from a carrier, but am so glad I did! I can't even tell the difference, it looks and performs like a brand new phone. I've had it for almost 2 months now and have had no problems or glitches. It shipped really fast and came with a generic charger, and screen protectors on the front and back sides. Ive kept the protectors on and they haven't bubbled up or anything. It was a little difficult to remove it from both cameras though. Overall very happy and will go this route from now on when upgrading my phone!
            "
"773","It came damaged, I had to return. I needed a new phone asap so I was not able to wait for a new one and had to purchase a phone from a local store.Before it noticed the damage I was able to set up and used the phone just fine for the couple of hours I had it so no complaints there. But because of my circumstance I cant attest to the battery life or the longevity of the phone.The return was easy.
            "
"774","This phone has been a nightmare. Haven¡¯t had it a month and the screen went completely black. Can¡¯t bring any data over onto my computer. And lost so much information! I cannot even right now. Do not ever buy refurbished, clearly. Spend the extra $100 and get a new one.I¡¯m going to send it back and put the money towards a new phone.
            "
"775","The phone itself is great. The refurbish process appears to just be a factory reset as the case was pretty rough with scuffs and a small crack in the case (screen is great). I wasn't expecting perfect, so not the end of the world, but if you are probably shouldn't go with a refurbished device.
            "
"776","I should have researched the S6 better before I bought it. The battery - just 6 months in - is hopeless. With my previous phone (a Galaxy 4), I just bought a new battery, installed it, problem solved. But you cannot easily replace the S6 battery. It has rendered this phone a waste of money.
            "
"777","The ""like new"" refurbished phone we recieved had a total fully charged battery life of around 3 hours with use. Garbage. Returned for refund. Also, came with an off brand charger, no manual, and a small crack/chip on the front of the phone.
            "
"778","The phone is in excellent condition.It's kind of creepy when it still remember the last owner email in its auto fill keyboard.The camera create weird noise and shaking by itselft in 15 second then get the focus. It's finally get focus right away after few weeks using it.
            "
"779","i have had this phone for about 3 months now, it has worked perfect.  It was pretty easy to switch the sims card and transfer all my data over.  I did have to google how to do it, but it was easy.  I am very happy with the phone, battery last a long time.  I was nervous about the purchase because I have never purchased a phone from a non Verizon dealer, but so happy I did.
            "
"780","Only had it for a few days but I like it so far. It¡¯s getting use to a new phone. I really like it better than my old one because the old phone stopped working. It has a fantastic camera and screen. I will know more after a few days of use.
            "
"781","Phone is great in every way except the battery stinks. I can't even go half a day without it going dead. That's with no apps running in background.
            "
"782","I've had this phone for 2 months now and it is working beautifully. Was a little leery of buying refurbished, but I've had no problems with it at all. The Verizon Store was great cloning my old sim card for the new phone for no charge. The customer rep walked me through a few new features I was unaware of and I was up and running in no time.
            "
"783","Have not had an issue with operation of device, great first phone for my 12 year old. Battery doesn't seem to last as long as my and my wife's previous S6 but this phone is 3 years old. I just don't think the refurbishment included a new battery.Would definitely buy another!
            "
"784","We are returning this phone, already ordered a replacement one but this one when you take a picture it makes the shutter noise and then keeps making it, the picture freezes and then jumps...according to google search it has some sort of  short in the phone but we are trying again
            "
"785","Having used a flip phone, (I worked in a very caustic environment for phones) I suffered sticker shock when looking at the S9.  This is a great alternative as it gives all the features I need on a smart phone for a fraction of the price.  Works great.
            "
"786","I love anything made by Samsung. Every one of these phones are good phone
            "
"787","Works just fine, but the issue is that there's a symbol burned into the screen that I noticed when I first turned it on. It still works perfectly and I got all my information moved over, so I don't want to get another one. So props to it working fine, but to the people wanting to buy top condition phones, maybe find another one. If you're just looking for a regular smart phone, this works well. Aside from the refurbishers not doing a perfect job, my only complaint is the battery on the samsung 6. Without the power saver on, this phone seems to deplete its battery insanely fast.
            "
"788","Frequently shut off and reboot. Waiting to see if it continues.  Have some time to decide on returning.Update: it's being returned. It is now making some type if rotating noise and will not shut off.
            "
"789","This Samsung Galaxy S6 arrived promptly & in what looked to be fairly new condition. There were some bugs involving the latest OS update wanting to update again & again & again...you get the idea. I received a notice daily & kept hitting ""Update Later."" Recently I decided to see if I could get it to download properly & it finally has accepted it. I'm hopeful the phone will continue working properly & I can use it for years to come.
            "
"790","Great phone, great features lightening fast on Verizon network....***word of advise if your on another network other than VERIZON even though the phone is unlocked You may only be on a 3G LTE***
            "
"791","Came with the wrong battery charger, and didn't have the pin to open the slot for the SIM card. A bit scratched, and doesn't have the option to put in a SD card.
            "
"792","I had high hopes. In my mind ""certified refurbished"" meant restored to like new condition. Uh no. This phone won't charge properly, it won't hold a charge for very long at all, the finger print sensor doesn't work at all. This is so frustrating. I really thought I was doing the smart thing buying used and saving a buck no. I am printing out my return label and sending this nonsense back tomorrow.
            "
"793","Actually  delivered ahead of schedule which was huge for me. I bought this as a backup phone for my Droid Turbo Plus. The Droid was down so much the refurbished  Samsung is now my only phone.
            "
"794","Love it actually. The only reason I gave 4 stars is I have had the phone about one week and the screen freezes. Never had this problem before but  this is the first time I purchased a refurbished phone too. But I do love the phone!!!
            "
"795","This phone was in great aesthetic conditions, two bad things though and worst part is that it had something jammed in the headphone jack and also it is NOT unlocked fully for any carrier like the description says. It tells you how to set your current carrier up but to not great lengths. So returning it for sure.
            "
"796","Needed an upgrade from my S5. Am disappointed in the lack of memory card slot, but I knew that about the model before I bought it. Works great otherwise. Just note, if you're upgrading from an older Galaxy S-series phone, that this one switched a smaller SIM card, meaning you can't just change the SIM over from your old phone.
            "
"797","Phone works well, camera does not.
            "
"798","The phone looks and works like brand new I am extremely happy with my purchase.
            "
"799","Phone is in perfect condition. Just like new. Battery life is great. Speaker and microphone have great sound. It¡¯s hard to believe that this is a refurbished phone. I wish I was able to give more than 5 stars. Would give 10.
            "
"800","I thought this phone was good at first. It worked great for the first month. Battery life got worse and worse. Then today the phone randomly did a master reset and deleted everything! All my pictures gone. I will never buy a refurbished phone again. Especially off Amazon.
            "
"801","Bought this phone as a replacement for my cracked S4. I love my S6, but wish I would have known  that this model does not have a spot for an SD card.  However,  I have not run out of space yet.
            "
"802","Very Good Purchase for a refurb. very happy with the phone. added a sim card and it went right onto our plan with no problem!!
            "
"803","Never know it was a used phone except it needed a LOT of updates. The phone itself looks new and works as it should. I'd give it 5 stars if I didn't develop gray hair updating it. Took a while.....
            "
"804","No problems whatsoever with this phone.  The camera on my LG was better, but thus phone is more responsive.
            "
"805","these refurbished phones have a short life battery, I rather buy a new one. PLEASE don't waste your money. I used this phone for 3 hrs straight and the battery was down to 25%.
            "
"806","Works well no problems
            "
"807","the camera doesn't work on the galaxy S6 that was sent to me. It won't focus and just stays blurry. Really frustrating for someone who takes a lot of pictures. Hopefully they will replace it with one what does work properly.
            "
"808","Bought this phone for my son and within a week it started having problems! So amazon was amazing and sent me another one and I sent the old one back and the same thing happened to this one too! Will never own a Samsung phone again!
            "
"809","Product works great, looks like a new phone. Have not had any issues with it. Love how it looks.
            "
"810","Love the color and phone works good as well. A good purchase and arrived in time for the holidays.
            "
"811","I received my refurbished phone very timely and was very satisfied with the seller. The camera function has a slight stutter when activated but I've heard that it happens with brand new samsung phones also. I would have sent it back for a replacement but I went into labor and was with my daughter in the NICU for the following 2 months. I will definitely be using this seller again
            "
"812","Great phone!
            "
"813","It is a nice phone. I think I was just used to the bigger face on my old phone. But beside it being smaller it is everything I expected it to be.
            "
"814","This is my first phone. I did like the idea of an iPhone, but they're way too expensive. So far, after having this for a little over a month, I am extremely pleased with my Samsung. It charges quickly (a downside is that the battery goes down more quickly than I'd like) and the Chrome browser is as fast on the phone as it is on my laptop. In fact, I really like how the phone comes set up with Chrome, as well as Amazon apps.I absolutely love reading books on the Kindle App! On my breaks at work I can pull my phone out and get in some good reading; it's much more enjoyable than holding my large and heavy Ipad for reading.One of the neat things about this phone is that you can set different ringtones for different contacts. Being a Lord of the Rings fan I set my default ringtones to Gandalf shouting, 'You shall not pass!' Then I set all my contacts to the Shire music ringtone. So now, whenever someone calls who isn't on my contacts list, I have the pleasure of hearing Gandalf telling them they shall not pass. LOLI also really like the Samsung Health app that comes pre-installed; it's very helpful to see how many steps I take per day. You can set a target amount of steps as well. In the job I do, I usually get over my target of 10,000 steps (though it's not strenuous walking by any means, and isn't continuous). It's nice to know that I am at least getting in a fair amount of physical activity.I do have one complaint, which is that I set up an audiobook playlist on the Music app. If I pause the audiobook and then put the phone to sleep, it won't save my place within the track. I may be able to find a workaround in the settings, but it's a bit annoying to have to find my place again by fast-forwarding through the track. I'm sure this isn't as much of an issue if you're just listening to music, though.For the price, this phone really can't be beat. It's sleek, elegant, and just the right size to fit into your hand. I've had fun playing around with it and figuring everything out.The camera is also pretty nice.
            "
"815","Was skeptical of factory refurbished but the phone is mint and works perfectly.....very happy.
            "
"816","I loved the phone when I got it. But after about 3 days of having it the battery died so I put it on to charge when I turned it on the screen went black. So I sent it back.
            "
"817","This device was not charged at all when it arrived. We plugged it in overnight and it would not charge. Could not get the device to power on when we finally got it activated it would freeze or power itself off.
            "
"818","Tried to use it on tracfone, but forgot to enter my pin number, so I couldn't get it registered. I didn't need my pin number when I bought a tracfone to activate it.
            "
"819","a lot of problems with this phone.... here and there, the processor is off
            "
"820","Good phone, came with everything. Only this that sucks is no space for a miro sd card, but it is 32 gb so no big deal i guess.
            "
"821","Phone kept shutting down. Returned it. Unfortunately also had purchased a case and screen protector which can¡¯t be returned without a shipping charge. I won¡¯t buy a refurbished phone again.
            "
"822","So far so good, hopefully it doesn't die in four months.  High priced for a used phone.  Cheaper than paying $600+ for something that is lucky last two years.
            "
"823","Phone works great.  The charger on the other hands sucks.  Not the cable but the plug does not work.  Cable is good.  Using on a slow plug.  I liked your plug when it first arrived as it charged fast.
            "
"824","Great phone, had a S5 and it wasn't that great. This one is the best.
            "
"825","Good Android Phone all around.  Better reception than LG.
            "
"826","Excellent phone at a great price & fast delivery.I am a happy shopper.
            "
"827","Quick service, like new condition.64 GB storage for a lot less than a new phone. Great for someone like me who doesn't need all the latest bells and whistles.
            "
"828","Beautiful phone looks and works like brand new
            "
"829","This phone works like new. Excellent!!!! Ok so I am changing my review. The phone did work like new when I bought it but now, 17 days later, the speaker phone quit working.
            "
"830","Very clean and everything works like new, once I updated some of the software. No complaints here.
            "
"831","Great phone could not tell it from a new S6
            "
"832","Bought 2 of the 32GB S6's and 4 months later still haven't run into a problem.  I'd purchase again when needed.
            "
"833","I was nervous about buying this, but the phone has been absolutely perfect.  No complaints!
            "
"834","Charged just before going to bed. Put it in airplane mode and woke up to a dead phone.
            "
"835","Good quality product!
            "
"836","Over all unhappy with this. It never really worked well. However, it was my daughter's phone and she didn't complain to me until it was to late to send it back.
            "
"837","The phone died in 5 months Bluetooth quit working and the home button quit working.I'm very disappointed since it was an Amazon refurbished phone.
            "
"838","4 star small dent on side light scratches on back and phone get hot faster then it should when using but over all ok. I'll update soon
            "
"839","Looks, feels and acts like new. Very happy with my purchase!
            "
"840","Wouldn't hold a charge. Have to get another phone.
            "
"841","Refurbished winner! Worth the price and I was able to get an updated phone at s fraction of the cost of new.
            "
"842","Just outside of the return window the phone started making a very loud crackling noise anytime a notification would come in.
            "
"843","Stopped working after 3 months
            "
"844","This phone has been working great for me.
            "
"845","It would freeze after a week of using it and when I tried to restart it, the screen went black and all it said on the screen was ""dm-verifty verification failed""
            "
"846","Excellent
            "
"847","This is not an unlocked phone, its a T mobile phone and the verizon store turned me away upon trying to insert their sim card. I'm beyond pissed!
            "
"848","The phone arrived promptly and was exactly as described.
            "
"849","works awesome.......great camera quality
            "
"850","Battery life is short, doesn't get through the day even on power save.
            "
"851","I have had the phone for a week now I am very happy with the phone will do an  update
            "
"852","Works great
            "
"853","This is an excellent refurbished phone, runs great, looks new. Great price, fast shipping. Very pleased.
            "
"854","Something is buzzing inside the phone when it arrived. Software refused to work for me, constantly froze and randomly would not receive calls or text messages. Makes this phone a waste of money. Two stars for the fact that the outside of the phone looked great.
            "
"855","It stopped working on Christmas after only purchasing it three months ago - the day after it has started working again.  I now will have wait and see if it stops working again...
            "
"856","Ordered phone, it ended up having a glitch in it where it ended up dying. So I rated it one star, then with hours they were calling to fix the situation, AMAZING customer service!!!!! Strongly recommend, great phones, if it does break they will fix it ASAP. Great people. -shay camano is, wa
            "
"857","Works
            "
"858","Good phone. S6 batteries suck
            "
"859","I got this phone for my grandson it was very hard to get activated but after an hr they got it and now it works great
            "
"860","The phone has better than expected battery life for a used phone.  Very pleased.  Good deal, considering price of new phone.
            "
"861","Good right out of the box
            "
"862","The phone arrived quicker than promised, looks great and works great.  I would recommend this seller!
            "
"863","Loved it for a few months then it shut off and I couldn't turn it back on. I took it to a phone repair store and the guy couldn't get it to work. Sadly had to get a different phone.
            "
"864","Love the camera. It shows all my pores.
            "
"865","Came in nearly perfect condition aside from a small scratch on the screen and the home button was scuffed up a bit.Edit: After 2 months the phone went into a boot loop that can't be fixed. The only advice I was given was to get a new phone. However, I'm not paying for another one when the damage done to this one was not my fault. Have yet to hear back for getting a replacement.
            "
"866","Did work properly
            "
"867","Great phone, my wife loves it
            "
"868","So far great, looks new no problems works perfect
            "
"869","Very happy with purchase
            "
"870","super easy way to get a replacement and its still going strong
            "
"871","Didn't work
            "
"872","as advertised; have not had any trouble with it!
            "
"873","Correct product.  Great seller.
            "
"874","Had the phone about 5 days.  So far, so good. It seems to be a perfect refurbish--love the phone itself for the slim line and lightweight.
            "
"875","very pleased wit the purchase
            "
"876","Phone arrived on time in a generic box that's finephone came with a nice charging cord all wrapped up with charger boxnice screen protector was on the phone before I took it out of the boxworks great no defects whatsoever
            "
"877","Phone Is Good And Look Brand New
            "
"878","Product in Excellent Condition. I have to be honest it's not what I expected from a refurbished item. Surpassed my expectation.
            "
"879","So far it is working good
            "
"880","Nice inexpensive upgrade, faster, compact. Highly recommend
            "
"881","Great product
            "
"882","Battery is horrible and it overheats all the time.... If I could, i would return.
            "
"883","Looks brand new. Works well.
            "
"884","Very happy with it.
            "
"885","Perfect for the price
            "
"886","I love this phone! My only issue is that the battery runs down to quickly, especially if I'm playing games on the phone. Why do you seal the back so I can't even access the battery?
            "
"887","So far it's OK, but have had less then a month, to soon to honestly say?
            "
"888","Didn¡¯t specify it needed a nano SIM card,but the phone was in top notch shape.
            "
"889","No problems
            "
"890","Great phone
            "
"891","works great an I saved on the monthly fee with verizon by purchasing the phone here.
            "
"892","What a surprise to me that this phone came like a polished diamond!
            "
"893","Works as a phone should and you could not tell it was a refurb
            "
"894","Product claimed to be unlocked but was not at all.
            "
"895","Very easy to load and use.  Down fall is that the Galaxy S6 does not allow you to use a SD card.  Otherwise price and phone great
            "
"896","Very good phone for the money.  I feel as if I got such a great deal.
            "
"897","I am still learning to use it, but I am pleased with my Samsung 6.
            "
"898","This product arrived on time and looked fine. It even worked fine for about one hour. Then it began rebooting on its own over and over again. The phone finally reached a state where it would not even boot. I called the customer support (apparently a company called MyWit handles the refurbishing and support) to see what they could do. The lady was nice enough, but basically told me that if I wanted a replacement phone I'd have to return the defective one and reorder a new one. There was no chance they could rush me a new one, nor was there any attempt to help in any other way. Apparently their rigorous quality check process at MyWit isn't all that rigorous. If you buy this, you are taking a risk.
            "
"899","Small scratch on screen.  No big deal for price. Bought for daughter age 12
            "
"900","Great product, functions as intended. Awesome quality and like new.
            "
"901","dad loves it
            "
"902","The quality is great and the phone works great!!!
            "
"903","Great phone, no problems so far
            "
"904","Great product. Works well.
            "
"905","Good phone, no problems say all.
            "
"906","No access to inside,ie. battery.
            "
"907","a few weeks after I began using it, it lost the Bluetooth. Blue tooth will come on for a short time every once in a while. However it does not stay on long enough to complete a call. All other features work.
            "
"908","Super clean. No issues.
            "
"909","Phone came in excellent condition and works flawlessly.
            "
"910","Worked fine for 6 months and is now dead.  Won't charge at all.
            "
"911","Was working great till you pushed updates. Now it reams my data, by shutting off for no reason. Also, battery goes alot quicker now.
            "
"912","Arrived in near-perfect condition but it doesn't stay charged
            "
"913","Nice phone. Looks brand new and so far has worked flawlessly.
            "
"914","I have had this phone for a few months now, so I can give a review based on time, At first I thought the battery was not lasting like it should, but I believe it was the building. I can go over 24 hours without charging and still have battery life. Certain apps do drain it. If I had a complaint, it is, after texting, I put the phone in a pocket and accidently dial people because the phone icon is in upper corner. This occurred several times before I realized why I was doing it. Simple solution is to hit side power button before putting it in my pocket. I am not too tech savvy so there is probably a lot more I can do with this phone but pictures are great and sound is great. Seems to have a quick response time and overall am happy with this refurbished phone!
            "
"915","PERFECT
            "
"916","Battery sucks juice and the camera screen has blue dots and leaves blue dots on my pictures. Not worth what I paid! :(  but I can make calls and send text
            "
"917","Perfect in every way!!! So much space I don't even know what to do with myself!! Super speedy shipping as always. A great purchase!
            "
"918","Had to send back to (Breeds) because it was defected. It's been almost 3 weeks and haven't heard anything from the company.  Disappointed customer.
            "
"919","Do not buy it. Mine was a pice of garbage I get a blank screen while charging it (only way to restore it is making a soft reset). It restarts itself while talking to someone and out of nothing cell blocks itself, becomes very hot and drains the battery (and again only way to stoping it is whit a soft reset).
            "
"920","Good phone battery sucks
            "
"921","The only thing I have beef with is the charger... it broke after a week of usage, luckily there isn't a shortage of chargers at my house!
            "
"922","Works great, easy to add to our Verizon Wireless Plan!
            "
"923","I love it!
            "
"924","What can I say! I got what I exepected<U+0001F44D>
            "
"925","From the day I got the phone ,it's all problem until it stop working . I'm sending it back for my money
            "
"926","This was a great buy. I'm happy, no regrets. The phone works perfectly. If I have to purchase another phone i will go thru Amazon.
            "
"927","It has served me well
            "
"928","I had to return this phone because I could not adapt it to function the way I needed it to.
            "
"929","Another great Samsung phone, it was a gift and she loves it.
            "
"930","Love everything about this phone except Battery doesn't stay charged up within 3hrs it's down to 50%  or sometimed 40% when not being used
            "
"931","Arrived broken
            "
"932","Had issues with this phone. Camera didn't focus and some system glitches. Returned if for a refund.
            "
"933","good
            "
"934","Second time's a charm ordered a refurbished Samsung Galaxy 6 originally from warehouse deals phone was defective never checked to see if it worked wound up buying again from Kiss third-party distributor and the phone works perfect I wish I would have purchased from them to begin with phone look like new and is working as if new battery holds up and very happy with the second purchase after getting screwed by warehouse deals for the same phone which one back for a refund. Update on the Samsung Galaxy 6 refurbished.The phone lasted about 2 days completely crashed returned for a second refund on a Samsung certified refurbished???
            "
"935","Says it only works on Verizon. Not.  It works on any network.  I'm using it on straight talk
            "
"936","Can't send pictures through my text message
            "
"937","Great customer service! The phone is good quality.
            "
"938","Works very well!
            "
"939","Nice phone but it has a short battery life
            "
"940","This cannot be used with MetroPCS, despite indications it is GSM compatible.
            "
"941","Phone was as promised
            "
"942","Came early and I love it
            "
"943","STOLEN! Wish I could rate Zero. Attempted to activate this phone and it has been reported as stolen. WTHow does that happen?
            "
"944","Absolutely love it
            "
"945","Got the gold one which would be prone to show scratches, no scratches
            "
"946","Very good
            "
"947","This was a replacement for our original phone that accidently fell in the pool!  Works just as good.  I would highly recommend it.
            "
"948","Great phone at a great price
            "
"949","This is a great phone!  Very smart purchase!!
            "
"950","Thank you. Great product and excellent communication. Fast response. Thank you.
            "
"951","ok
            "
"952","I really enjoy this version of the galaxy. The size of the screen is really helpful to me because my eyesight isn't great. I also received the phone quicker than I thought I would.
            "
"953","EXELENTE
            "
"954","Do not buy from EMB-PHONES. They say their phones are excellent they are not. I received a defective phone, and the battery got very hot. Post office told me I can not send it back unless the battery is taken out. The phone screen is blank, and most likely their going to resell it.
            "
"955","Battery dies SO quickly. Have to charge this phone 3 times a day at least.
            "
"956","Phone arrived well packaged, in like new condition. We are very happy with our purchase
            "
"957","Just like new. Went to the Verizon store and hooked it up without a hitch.
            "
"958","Phone arrived fast. That's unfortunately the only positive.The screen was all burned out and the battery is definitely defective. Returning this device now
            "
"959","Thanks you! Looks good works well
            "
"960","Great phone and it delivered quickly
            "
"961","Battery is tired as can be expected, I had a battery backup case to make up for it and have no complaints otherwise.
            "
"962","Satisfied
            "
"963","Great phone, no cosmetics, very good price
            "
"964","Product just as described very fast shipping and very good quality
            "
"965","Has worked great for 6 months.  Like a new phone.
            "
"966","Amazing! Looks brand new and works beautifully! Ordered a Verizon galaxy s6. I like the pocket geek recommendation too. Super happy!!
            "
"967","Works great  Like  new condition
            "
"968","Only been using it for an hour now but so far so good! Looks brand new too
            "
"969","Excellent. Five stars.
            "
"970","Phone works perfect, look new and came with charger
            "
"971","these were terrible from the git-go!!  shipping box had no filler and phones were rattling around , cant believe they made it in one piece!  upon opening they looked good but ,,, neither would charge well and both charging ports were loose and wouldn't plug in correctly!! they were actually worse than the 5 year old phones we bought these to replace!!!!! the ONLY reason they didn't Immediately go back was when we took to our provider to have them transfer #s and info , they signed us up for a special phone insurance offer with amnesty,, so we sent these awful things in and got new phones!!  do not do business with these guys! all they seem to do is clean up old phones, put in a new box , and ship to you saying its rebuilt..
            "
"972","Exactly as described and works perfectly!
            "
"973","Love my phone, it works great
            "
"974","It works well and is serving me well!
            "
"975","Good enough! !
            "
"976","Came in a generic box, generic charger. No original Samsung book. It works fine except for when it is OVERHEATING AND SHUTTING DOWN. I have emailed the seller several times with no response. Would have liked an exchange but now am attempting to return it. I am nervous about sending it back and just continuing to get no response. Then I will be without my money and a functional phone. Awesome. Worst part is, I bought an accident protection plan. We will see if that is refundable, but that's probably money we will never see again.
            "
"977","Excellent condition.
            "
"978","Just like any new phone you get its a learning curve and then you're upset....Yup there is NO SD card slot... in fact you can't even take the back off. But it has Samsung VR which is pretty cool. And wireless charging is built-in, no need for sloppy 3rd party gizmo for it to work.It's thinner and it's the first phone that the back is flat.. no curve or bump.The screen size isn't much bigger then the S5 so don't expect much.Overall it's a pretty good phone.
            "
"979","When a phone is refurbished a new battery is installed. NOT in this case. Don't trust it!
            "
"980","Works great!!
            "
"981","Works like its brand new!
            "
"982","Just purchased this refurbished phone after my other galaxy had an accident and broke... Description said excellent condition, and truly the phone looks good as new! Working very well so far, only had to pop in my sim card and go.
            "
"983","For the most part all of the phone was perfect(: ran smoothly and very great condition.Only thing wrong with it is the ""selfie"" camera mode has small random purple dots. Not very noticeable unless you take a photo of your face. But I'll be giving this phone to my bf anyways who doesn't take much selfies. Lol.
            "
"984","Fantastic phone and price
            "
"985","Good used / refurbished phone
            "
"986","Awesome phone
            "
"987","two days after the end of the very short warranty period the phone will no longer charge.  Buy from these people at your own risk.
            "
"988","I just received the phone yesterday and everything is so far so good! It is basically new! The only reason why i gave it 4 stars instead of 5 is because i received a NEXUS charger instead of the samsung charger. I also did not receive anything to use to open up the sim card holder (luckly i  found one). I messaged the seller about the charger issue and hope that they will give me the correct charger. Waiting for a response.Also works great with straighttalk
            "
"989","Just as presented, very happy!
            "
